timestamp,percentage,depth,notional
2024-01-15 18:07:03,-1,1375.66600000,58636969.23686000
2024-01-15 18:07:03,1,1806.14100000,77638302.45192000
2024-01-15 18:07:03,2,4406.78100000,190608671.28418000
2024-01-15 18:07:03,3,6272.31800000,272484112.66820000
2024-01-15 18:07:03,4,8218.96700000,358771837.65929000
2024-01-15 18:07:03,5,8916.51500000,389971611.92162000
2024-01-15 18:07:31,-5,8994.92500000,374732759.54834000
2024-01-15 18:07:31,-4,6595.51900000,276720283.74957000
2024-01-15 18:07:31,-3,5231.26200000,220332518.69483000
2024-01-15 18:07:31,-2,3588.55700000,151813922.66392000
2024-01-15 18:07:31,-1,1372.85900000,58489477.41366000
2024-01-15 18:07:31,1,1786.63400000,76772114.97902000
2024-01-15 18:07:31,2,4254.99800000,183951598.87708000
2024-01-15 18:07:31,3,6265.95500000,272162999.43720000
2024-01-15 18:07:31,4,7932.55700000,345968089.23589000
2024-01-15 18:07:31,5,8925.16100000,390288648.70450000
2024-01-15 18:08:04,-5,9004.67800000,375116586.89990000
2024-01-15 18:08:04,-4,6605.30900000,277111256.09407000
2024-01-15 18:08:04,-3,5516.31200000,232150915.05149000
2024-01-15 18:08:04,-2,3645.52800000,154189148.50432000
2024-01-15 18:08:04,-1,1415.01900000,60262008.89076000
2024-01-15 18:08:04,1,1710.90100000,73485759.17062000
2024-01-15 18:08:04,2,4218.12500000,182319430.70341000
2024-01-15 18:08:04,3,6227.73200000,270452370.00140000
2024-01-15 18:08:04,4,7912.24600000,345041369.30129000
2024-01-15 18:08:04,5,8907.67800000,389484033.36400000
2024-01-15 18:08:31,-5,8989.09900000,374472666.40014000
2024-01-15 18:08:31,-4,6589.69500000,276460209.55847000
2024-01-15 18:08:31,-3,5222.95600000,219970009.05803000
2024-01-15 18:08:31,-2,3583.01200000,151567243.61222000
2024-01-15 18:08:31,-1,1352.78700000,57630772.11366000
2024-01-15 18:08:31,1,1792.89600000,77037852.84502000
2024-01-15 18:08:31,2,4262.60500000,184271356.64428000
2024-01-15 18:08:31,3,6272.11000000,272417546.56680000
2024-01-15 18:08:31,4,7941.68500000,346353509.52409000
2024-01-15 18:08:31,5,8933.59100000,390642614.59390000
2024-01-15 18:09:03,-5,8939.62100000,372388603.57284000
2024-01-15 18:09:03,-4,6545.17300000,274579226.03997000
2024-01-15 18:09:03,-3,5455.16100000,229572446.38553000
2024-01-15 18:09:03,-2,3560.40100000,150598836.65972000
2024-01-15 18:09:03,-1,1331.94300000,56737891.58656000
2024-01-15 18:09:03,1,1779.68700000,76470454.48792000
2024-01-15 18:09:03,2,4245.56800000,183537593.63228000
2024-01-15 18:09:03,3,6246.28300000,271295339.99240000
2024-01-15 18:09:03,4,7911.99600000,345060223.13679000
2024-01-15 18:09:03,5,8904.00100000,389353159.21590000
2024-01-15 18:09:31,-5,9010.60800000,375384092.83290000
2024-01-15 18:09:31,-4,6612.95300000,277445561.70027000
2024-01-15 18:09:31,-3,5514.06300000,232073797.26843000
2024-01-15 18:09:31,-2,3623.02000000,153258486.99382000
2024-01-15 18:09:31,-1,1389.78900000,59199673.08786000
2024-01-15 18:09:31,1,1789.89400000,76898388.87072000
2024-01-15 18:09:31,2,4249.58100000,183691042.18898000
2024-01-15 18:09:31,3,6272.99700000,272439928.70180000
2024-01-15 18:09:31,4,7949.64000000,346684806.99919000
2024-01-15 18:09:31,5,8940.75600000,390935857.17260000
2024-01-15 18:10:08,-5,8937.21000000,372293294.69870000
2024-01-15 18:10:08,-4,6556.24800000,275040985.32107000
2024-01-15 18:10:08,-3,5470.26800000,230205425.81073000
2024-01-15 18:10:08,-2,3613.60100000,152831486.84782000
2024-01-15 18:10:08,-1,1386.34000000,59038293.72156000
2024-01-15 18:10:08,1,1703.82800000,73186649.79422000
2024-01-15 18:10:08,2,4213.51200000,182133866.03468000
2024-01-15 18:10:08,3,6228.60700000,270513201.49020000
2024-01-15 18:10:08,4,7900.09100000,344528091.83059000
2024-01-15 18:10:08,5,8895.81900000,388983734.31820000
2024-01-15 18:10:34,-5,9019.18200000,375660641.75860000
2024-01-15 18:10:34,-4,6648.52900000,278842785.85307000
2024-01-15 18:10:34,-3,5567.35300000,234229199.31615000
2024-01-15 18:10:34,-2,3761.06600000,158998146.99492000
